R0
0 2.4
Incubation Time
0 5
Infection Duration
0 7
N Imported Infections
0 5
Import Time
0 20
Contact density decline
0 0
Behavioral Risk Reduction
0 0
Behavior Reaction Time
0 50
Potential Isolation Effectiveness
0 0
Isolation Reaction Time
0 5
Public Health Capacity
0 1e+06
Public Health Capacity Sensitivity
0 2
Hospital Capacity
0 200000
Hospital Capacity Sensitivity
0 2
Treated Fatality Rate
0 0.2
Untreated Fatality Rate
0 0.3
Payoff
0 -2.63142e+21
Best_Payoff
0 -2.63142e+21
R0
1 3.09336
Incubation Time
1 7.45444
Infection Duration
1 10.9871
N Imported Infections
1 7.04745
Import Time
1 32.8748
Contact density decline
1 0.894743
Behavioral Risk Reduction
1 0.999428
Behavior Reaction Time
1 23.6428
Potential Isolation Effectiveness
1 0.710496
Isolation Reaction Time
1 3.38871
Public Health Capacity
1 5.57679e+06
Public Health Capacity Sensitivity
1 2.94398
Hospital Capacity
1 229573
Hospital Capacity Sensitivity
1 2.13485
Treated Fatality Rate
1 0.176554
Untreated Fatality Rate
1 0.143703
Payoff
1 -6.26299e+21
R0
2 4.35808
Incubation Time
2 3.23498
Infection Duration
2 9.55131
N Imported Infections
2 9.73194
Import Time
2 14.1689
Contact density decline
2 1.77812
Behavioral Risk Reduction
2 0.536282
Behavior Reaction Time
2 18.2025
Potential Isolation Effectiveness
2 0.144265
Isolation Reaction Time
2 5.30376
Public Health Capacity
2 3.15111e+06
Public Health Capacity Sensitivity
2 7.9698
Hospital Capacity
2 74882.2
Hospital Capacity Sensitivity
2 4.42836
Treated Fatality Rate
2 0.108269
Untreated Fatality Rate
2 0.293035
Payoff
2 -3.54709e+21
R0
3 2.67561
Incubation Time
3 13.9153
Infection Duration
3 8.70802
N Imported Infections
3 9.14952
Import Time
3 22.8982
Contact density decline
3 3.61092
Behavioral Risk Reduction
3 0.617486
Behavior Reaction Time
3 16.7161
Potential Isolation Effectiveness
3 0.515567
Isolation Reaction Time
3 1.80368
Public Health Capacity
3 5.4802e+06
Public Health Capacity Sensitivity
3 4.31612
Hospital Capacity
3 497650
Hospital Capacity Sensitivity
3 6.00193
Treated Fatality Rate
3 0.155222
Untreated Fatality Rate
3 0.204074
Payoff
3 -6.26106e+21
R0
4 4.0464
Incubation Time
4 14.5423
Infection Duration
4 14.8576
N Imported Infections
4 5.79782
Import Time
4 38.3763
Contact density decline
4 2.5756
